"OrderID","ProductID","Qty","OrderID-2","ProductID-2","Qty-2"
"CA-2014-133851","OFF-SU-10001225",2,NULL,NULL,NULL
"CA-2014-134572","FUR-TA-10001705",5,NULL,NULL,NULL
"CA-2014-135608","OFF-PA-10001954",2,NULL,NULL,NULL
"CA-2014-138177","FUR-TA-10004607",1,NULL,NULL,NULL
"CA-2014-138317","OFF-EN-10001539",4,NULL,NULL,NULL
"CA-2014-140165","OFF-BI-10004519",8,NULL,NULL,NULL
"CA-2014-140662","OFF-AP-10001242",3,NULL,NULL,NULL
"CA-2014-140732","OFF-AP-10001626",2,NULL,NULL,NULL
"CA-2014-141278","OFF-AR-10003056",5,NULL,NULL,NULL
"CA-2014-141796","TEC-PH-10001578",3,NULL,NULL,NULL
"CA-2014-142587","FUR-TA-10000617",3,NULL,NULL,NULL
"CA-2014-143840","TEC-PH-10002660",2,NULL,NULL,NULL
"CA-2014-144407","OFF-LA-10003923",7,NULL,NULL,NULL
"CA-2014-144666","TEC-PH-10002680",4,NULL,NULL,NULL
"CA-2014-145387","OFF-BI-10004001",2,NULL,NULL,NULL
"CA-2014-149020","OFF-LA-10004272",1,NULL,NULL,NULL
"CA-2014-149538","OFF-ST-10004180",5,NULL,NULL,NULL
"CA-2014-151078","OFF-ST-10001328",4,NULL,NULL,NULL
"CA-2014-151708","TEC-AC-10001767",3,NULL,NULL,NULL
"CA-2014-151953","OFF-AR-10003469",2,NULL,NULL,NULL
"CA-2014-152618","OFF-PA-10001215",2,NULL,NULL,NULL
"CA-2014-152905","OFF-ST-10000321",2,NULL,NULL,NULL
"CA-2014-153969","TEC-PH-10001299",2,NULL,NULL,NULL
"CA-2014-156545","OFF-AR-10003560",4,NULL,NULL,NULL
"CA-2014-156601","OFF-FA-10000624",2,NULL,NULL,NULL
"CA-2014-158281","TEC-MA-10002210",3,NULL,NULL,NULL
"CA-2014-159310","OFF-SU-10004115",7,NULL,NULL,NULL
"CA-2014-159849","OFF-FA-10000053",3,NULL,NULL,NULL
"CA-2014-160094","OFF-AR-10004010",5,NULL,NULL,NULL
"CA-2014-163223","OFF-BI-10001597",3,NULL,NULL,NULL
"CA-2014-163419","FUR-CH-10000665",5,NULL,NULL,NULL
"CA-2014-163748","OFF-AP-10004052",4,NULL,NULL,NULL
"CA-2014-163867","OFF-ST-10000877",3,NULL,NULL,NULL
"CA-2014-164315","TEC-PH-10001128",7,NULL,NULL,NULL
"CA-2014-164469","TEC-PH-10002115",5,NULL,NULL,NULL
"CA-2014-164721","FUR-FU-10001940",3,NULL,NULL,NULL
"CA-2014-165309","OFF-AR-10003582",3,NULL,NULL,NULL
"CA-2014-165309","OFF-PA-10001033",8,NULL,NULL,NULL
"CA-2014-165309","TEC-PH-10003505",2,NULL,NULL,NULL
"CA-2014-166471","TEC-PH-10001530",4,NULL,NULL,NULL
"CA-2014-166863","OFF-PA-10000587",2,NULL,NULL,NULL
"CA-2014-168494","FUR-TA-10004619",6,NULL,NULL,NULL
"CA-2014-169061","OFF-BI-10001617",6,NULL,NULL,NULL
"CA-2014-169061","OFF-PA-10001878",2,NULL,NULL,NULL
"CA-2015-100545","OFF-BI-10003638",2,NULL,NULL,NULL
"CA-2015-100734","OFF-BI-10002609",4,NULL,NULL,NULL
"CA-2015-102491","TEC-AC-10003289",4,NULL,NULL,NULL
"CA-2015-103135","FUR-FU-10001487",3,NULL,NULL,NULL
"CA-2015-103177","OFF-AP-10004540",2,NULL,NULL,NULL
"CA-2015-103870","FUR-FU-10002030",3,NULL,NULL,NULL
"CA-2015-104346","FUR-FU-10001473",5,NULL,NULL,NULL
"CA-2015-104346","OFF-AR-10001473",5,NULL,NULL,NULL
"CA-2015-104626","OFF-ST-10003208",6,NULL,NULL,NULL
"CA-2015-105599","OFF-ST-10002486",2,NULL,NULL,NULL
"CA-2015-105725","OFF-LA-10003510",2,NULL,NULL,NULL
"CA-2015-107902","OFF-ST-10001837",11,NULL,NULL,NULL
"CA-2015-110324","OFF-PA-10001826",3,NULL,NULL,NULL
"CA-2015-110667","FUR-FU-10004622",2,NULL,NULL,NULL
"CA-2015-110667","OFF-BI-10003529",4,NULL,NULL,NULL
"CA-2015-110814","OFF-PA-10004156",2,NULL,NULL,NULL
"CA-2015-110947","OFF-BI-10001670",3,NULL,NULL,NULL
"CA-2015-113110","OFF-PA-10002749",6,NULL,NULL,NULL
"CA-2015-113215","FUR-FU-10002937",3,NULL,NULL,NULL
"CA-2015-113404","FUR-CH-10003312",6,NULL,NULL,NULL
"CA-2015-114237","FUR-BO-10004409",2,NULL,NULL,NULL
"CA-2015-114300","TEC-PH-10001552",7,NULL,NULL,NULL
"CA-2015-114811","TEC-MA-10000045",4,NULL,NULL,NULL
"CA-2015-115399","OFF-LA-10003190",3,NULL,NULL,NULL
"CA-2015-115798","TEC-PH-10001819",2,NULL,NULL,NULL
"CA-2015-115924","OFF-BI-10004040",5,NULL,NULL,NULL
"CA-2015-115938","OFF-ST-10001321",1,NULL,NULL,NULL
"CA-2015-116092","OFF-BI-10001628",5,NULL,NULL,NULL
"CA-2015-116260","OFF-AR-10003732",4,NULL,NULL,NULL
"CA-2015-116484","OFF-ST-10003994",3,NULL,NULL,NULL
"CA-2015-117898","OFF-EN-10004459",2,NULL,NULL,NULL
"CA-2015-118955","OFF-PA-10004156",3,NULL,NULL,NULL
"CA-2015-119291","OFF-BI-10001575",2,NULL,NULL,NULL
"CA-2015-119627","OFF-AR-10000203",3,NULL,NULL,NULL
"CA-2015-119627","TEC-AC-10001142",4,NULL,NULL,NULL
"CA-2015-119627","TEC-AC-10002217",2,NULL,NULL,NULL
"CA-2015-120320","TEC-PH-10000149",2,NULL,NULL,NULL
"CA-2015-120341","OFF-BI-10004224",6,NULL,NULL,NULL
"CA-2015-120516","OFF-BI-10004187",3,NULL,NULL,NULL
"CA-2015-120621","OFF-AP-10002945",4,NULL,NULL,NULL
"CA-2015-121650","OFF-LA-10001045",1,NULL,NULL,NULL
"CA-2015-123568","FUR-FU-10004090",3,NULL,NULL,NULL
"CA-2015-124107","TEC-AC-10002049",5,NULL,NULL,NULL
"CA-2015-124653","OFF-PA-10002365",2,NULL,NULL,NULL
"CA-2015-125178","OFF-ST-10002562",2,NULL,NULL,NULL
"CA-2015-126557","TEC-PH-10000526",7,NULL,NULL,NULL
"CA-2015-126557","TEC-PH-10003505",2,NULL,NULL,NULL
"CA-2015-126739","FUR-CH-10000422",4,NULL,NULL,NULL
"CA-2015-127824","OFF-PA-10001184",3,NULL,NULL,NULL
"CA-2015-128608","TEC-PH-10004977",2,NULL,NULL,NULL
"CA-2015-129042","OFF-AR-10001662",3,NULL,NULL,NULL
"CA-2015-129917","OFF-BI-10004828",4,NULL,NULL,NULL
"CA-2015-130785","FUR-BO-10000330",4,NULL,NULL,NULL
"CA-2015-130974","OFF-PA-10001019",3,NULL,NULL,NULL
"CA-2015-131534","OFF-PA-10000743",5,NULL,NULL,NULL
"CA-2015-131856","FUR-FU-10000175",4,NULL,NULL,NULL
"CA-2015-132626","OFF-BI-10001634",6,NULL,NULL,NULL
"CA-2015-132626","TEC-MA-10002428",3,NULL,NULL,NULL
"CA-2015-134117","OFF-AR-10003903",5,NULL,NULL,NULL
"CA-2015-135363","OFF-PA-10003177",3,NULL,NULL,NULL
"CA-2015-135391","FUR-FU-10001986",2,NULL,NULL,NULL
"CA-2015-137064","TEC-AC-10003499",2,NULL,NULL,NULL
"CA-2015-137302","TEC-PH-10003174",3,NULL,NULL,NULL
"CA-2015-137925","OFF-PA-10002659",7,NULL,NULL,NULL
"CA-2015-140221","FUR-FU-10000023",2,NULL,NULL,NULL
"CA-2015-140221","OFF-ST-10000777",2,NULL,NULL,NULL
"CA-2015-140718","FUR-FU-10000076",10,NULL,NULL,NULL
"CA-2015-140830","OFF-EN-10002831",2,NULL,NULL,NULL
"CA-2015-140921","FUR-FU-10003347",2,NULL,NULL,NULL
"CA-2015-140921","TEC-AC-10004901",3,NULL,NULL,NULL
"CA-2015-141593","OFF-PA-10004983",1,NULL,NULL,NULL
"CA-2015-142601","OFF-PA-10000483",2,NULL,NULL,NULL
"CA-2015-143238","TEC-AC-10003499",4,NULL,NULL,NULL
"CA-2015-144386","OFF-BI-10001116",6,NULL,NULL,NULL
"CA-2015-144890","OFF-PA-10001526",2,NULL,NULL,NULL
"CA-2015-145394","FUR-FU-10001215",2,NULL,NULL,NULL
"CA-2015-145401","OFF-PA-10004405",6,NULL,NULL,NULL
"CA-2015-145758","TEC-MA-10004552",4,NULL,NULL,NULL
"CA-2015-146563","FUR-TA-10001768",5,NULL,NULL,NULL
"CA-2015-148376","OFF-AP-10000240",2,NULL,NULL,NULL
"CA-2015-148712","OFF-BI-10001900",13,NULL,NULL,NULL
"CA-2015-149300","TEC-MA-10000423",3,NULL,NULL,NULL
"CA-2015-149713","OFF-PA-10004530",14,NULL,NULL,NULL
"CA-2015-150770","TEC-AC-10000844",4,NULL,NULL,NULL
"CA-2015-151589","TEC-PH-10004345",2,NULL,NULL,NULL
"CA-2015-152527","OFF-ST-10003479",2,NULL,NULL,NULL
"CA-2015-153388","OFF-AR-10001868",4,NULL,NULL,NULL
"CA-2015-153612","OFF-AR-10000203",4,NULL,NULL,NULL
"CA-2015-155586","OFF-AR-10001547",1,NULL,NULL,NULL
"CA-2015-156146","TEC-PH-10001700",2,NULL,NULL,NULL
"CA-2015-157770","OFF-BI-10000050",5,NULL,NULL,NULL
"CA-2015-158421","OFF-BI-10000050",2,NULL,NULL,NULL
"CA-2015-158456","OFF-BI-10001097",4,NULL,NULL,NULL
"CA-2015-158554","OFF-PA-10004000",3,NULL,NULL,NULL
"CA-2015-161711","OFF-EN-10001539",8,NULL,NULL,NULL
"CA-2015-161718","FUR-CH-10002965",2,NULL,NULL,NULL
"CA-2015-162201","OFF-ST-10000046",4,NULL,NULL,NULL
"CA-2015-163587","OFF-BI-10003091",3,NULL,NULL,NULL
"CA-2015-163965","OFF-ST-10000918",2,NULL,NULL,NULL
"CA-2015-164441","OFF-BI-10001922",11,NULL,NULL,NULL
"CA-2015-164567","TEC-PH-10002103",3,NULL,NULL,NULL
"CA-2015-166464","TEC-CO-10000971",2,NULL,NULL,NULL
"CA-2015-167010","OFF-AP-10004036",7,NULL,NULL,NULL
"CA-2015-169796","TEC-MA-10000045",2,NULL,NULL,NULL
"CA-2016-100300","OFF-PA-10000418",1,NULL,NULL,NULL
"CA-2016-101630","OFF-LA-10004425",3,NULL,NULL,NULL
"CA-2016-104150","TEC-AC-10004803",12,NULL,NULL,NULL
"CA-2016-104276","FUR-TA-10001039",7,NULL,NULL,NULL
"CA-2016-105207","FUR-TA-10000617",7,NULL,NULL,NULL
"CA-2016-105284","OFF-FA-10001754",3,NULL,NULL,NULL
"CA-2016-105732","OFF-ST-10000419",3,NULL,NULL,NULL
"CA-2016-108875","OFF-ST-10001370",9,NULL,NULL,NULL
"CA-2016-109365","OFF-PA-10001725",3,NULL,NULL,NULL
"CA-2016-109827","FUR-TA-10002607",1,NULL,NULL,NULL
"CA-2016-109869","OFF-AP-10002578",2,NULL,NULL,NULL
"CA-2016-110772","TEC-AC-10002001",2,NULL,NULL,NULL
"CA-2016-110975","FUR-TA-10002958",2,NULL,NULL,NULL
"CA-2016-112102","OFF-EN-10002500",5,NULL,NULL,NULL
"CA-2016-112893","OFF-BI-10004654",4,NULL,NULL,NULL
"CA-2016-113390","OFF-AR-10001446",3,NULL,NULL,NULL
"CA-2016-113733","TEC-AC-10002473",3,NULL,NULL,NULL
"CA-2016-113817","OFF-BI-10004002",2,NULL,NULL,NULL
"CA-2016-113845","OFF-ST-10003327",5,NULL,NULL,NULL
"CA-2016-114713","OFF-SU-10004664",7,NULL,NULL,NULL
"CA-2016-114972","OFF-LA-10004545",7,NULL,NULL,NULL
"CA-2016-115224","OFF-ST-10003816",2,NULL,NULL,NULL
"CA-2016-116540","OFF-FA-10002676",1,NULL,NULL,NULL
"CA-2016-116561","OFF-BI-10001658",2,NULL,NULL,NULL
"CA-2016-116736","TEC-AC-10003628",1,NULL,NULL,NULL
"CA-2016-116764","OFF-LA-10002473",4,NULL,NULL,NULL
"CA-2016-116918","OFF-AR-10003631",8,NULL,NULL,NULL
"CA-2016-119018","OFF-PA-10000295",6,NULL,NULL,NULL
"CA-2016-119865","OFF-BI-10003007",6,NULL,NULL,NULL
"CA-2016-119935","OFF-BI-10001597",2,NULL,NULL,NULL
"CA-2016-120082","OFF-AR-10001955",3,NULL,NULL,NULL
"CA-2016-120824","OFF-ST-10002562",9,NULL,NULL,NULL
"CA-2016-121356","OFF-BI-10002133",3,NULL,NULL,NULL
"CA-2016-121755","TEC-AC-10003027",3,NULL,NULL,NULL
"CA-2016-123050","FUR-FU-10000723",2,NULL,NULL,NULL
"CA-2016-123120","OFF-SU-10002503",4,NULL,NULL,NULL
"CA-2016-123414","OFF-LA-10004559",4,NULL,NULL,NULL
"CA-2016-123932","TEC-PH-10002447",2,NULL,NULL,NULL
"CA-2016-124352","OFF-LA-10004559",7,NULL,NULL,NULL
"CA-2016-126004","FUR-FU-10001602",3,NULL,NULL,NULL
"CA-2016-126004","OFF-BI-10004656",1,NULL,NULL,NULL
"CA-2016-126004","OFF-ST-10001418",3,NULL,NULL,NULL
"CA-2016-126732","OFF-AR-10004752",7,NULL,NULL,NULL
"CA-2016-126732","OFF-ST-10000321",3,NULL,NULL,NULL
"CA-2016-127138","OFF-AP-10003842",5,NULL,NULL,NULL
"CA-2016-128258","OFF-PA-10004156",1,NULL,NULL,NULL
"CA-2016-128412","OFF-AP-10002082",3,NULL,NULL,NULL
"CA-2016-128531","OFF-FA-10002676",3,NULL,NULL,NULL
"CA-2016-128594","FUR-CH-10001215",4,NULL,NULL,NULL
"CA-2016-128916","FUR-FU-10001940",3,NULL,NULL,NULL
"CA-2016-129280","OFF-ST-10002554",5,NULL,NULL,NULL
"CA-2016-131639","OFF-BI-10000948",1,NULL,NULL,NULL
"CA-2016-132829","TEC-PH-10004539",3,NULL,NULL,NULL
"CA-2016-132990","FUR-FU-10004864",2,NULL,NULL,NULL
"CA-2016-133550","OFF-AP-10001005",4,NULL,NULL,NULL
"CA-2016-133935","OFF-PA-10000100",9,NULL,NULL,NULL
"CA-2016-134691","OFF-BI-10002393",2,NULL,NULL,NULL
"CA-2016-136049","OFF-BI-10001267",3,NULL,NULL,NULL
"CA-2016-138478","OFF-AR-10002240",3,NULL,NULL,NULL
"CA-2016-139395","FUR-FU-10003724",4,NULL,NULL,NULL
"CA-2016-139395","OFF-ST-10000885",2,NULL,NULL,NULL
"CA-2016-139409","TEC-PH-10003988",4,NULL,NULL,NULL
"CA-2016-139689","OFF-BI-10000145",3,NULL,NULL,NULL
"CA-2016-142398","OFF-BI-10004826",1,NULL,NULL,NULL
"CA-2016-142762","FUR-FU-10003691",3,NULL,NULL,NULL
"CA-2016-143714","TEC-CO-10004722",4,NULL,NULL,NULL
"CA-2016-144764","OFF-LA-10000240",5,NULL,NULL,NULL
"CA-2016-145583","OFF-PA-10001804",3,NULL,NULL,NULL
"CA-2016-145905","OFF-ST-10003716",4,NULL,NULL,NULL
"CA-2016-146836","OFF-ST-10001580",3,NULL,NULL,NULL
"CA-2016-146934","OFF-EN-10002973",6,NULL,NULL,NULL
"CA-2016-149370","OFF-PA-10003651",1,NULL,NULL,NULL
"CA-2016-149783","OFF-AR-10002987",2,NULL,NULL,NULL
"CA-2016-150658","OFF-BI-10004140",3,NULL,NULL,NULL
"CA-2016-151561","FUR-FU-10004864",3,NULL,NULL,NULL
"CA-2016-152247","FUR-CH-10001215",4,NULL,NULL,NULL
"CA-2016-152646","OFF-PA-10004451",5,NULL,NULL,NULL
"CA-2016-152730","OFF-AR-10000940",5,NULL,NULL,NULL
"CA-2016-152730","OFF-PA-10004888",7,NULL,NULL,NULL
"CA-2016-154018","OFF-BI-10004140",7,NULL,NULL,NULL
"CA-2016-154767","OFF-AP-10000595",2,NULL,NULL,NULL
"CA-2016-155992","FUR-FU-10003724",5,NULL,NULL,NULL
"CA-2016-155992","TEC-PH-10000215",2,NULL,NULL,NULL
"CA-2016-157161","OFF-BI-10004728",5,NULL,NULL,NULL
"CA-2016-157217","TEC-PH-10002070",2,NULL,NULL,NULL
"CA-2016-157511","FUR-FU-10002107",3,NULL,NULL,NULL
"CA-2016-157511","OFF-AR-10002257",1,NULL,NULL,NULL
"CA-2016-157749","FUR-FU-10000576",5,NULL,NULL,NULL
"CA-2016-157749","FUR-TA-10002607",5,NULL,NULL,NULL
"CA-2016-158694","OFF-PA-10002421",3,NULL,NULL,NULL
"CA-2016-158778","OFF-AR-10000896",3,NULL,NULL,NULL
"CA-2016-158841","TEC-MA-10001127",5,NULL,NULL,NULL
"CA-2016-159695","OFF-ST-10003442",7,NULL,NULL,NULL
"CA-2016-159891","OFF-BI-10003527",1,NULL,NULL,NULL
"CA-2016-160136","OFF-PA-10002160",2,NULL,NULL,NULL
"CA-2016-160241","FUR-FU-10003806",4,NULL,NULL,NULL
"CA-2016-160486","OFF-PA-10002421",4,NULL,NULL,NULL
"CA-2016-160500","FUR-TA-10003748",3,NULL,NULL,NULL
"CA-2016-161662","OFF-PA-10003465",2,NULL,NULL,NULL
"CA-2016-162733","OFF-PA-10002751",1,NULL,NULL,NULL
"CA-2016-163986","OFF-ST-10000918",5,NULL,NULL,NULL
"CA-2016-164399","TEC-PH-10004908",3,NULL,NULL,NULL
"CA-2016-168046","OFF-ST-10004337",7,NULL,NULL,NULL
"CA-2016-168753","OFF-BI-10002557",5,NULL,NULL,NULL
"CA-2016-169670","FUR-CH-10002331",8,NULL,NULL,NULL
"CA-2016-169887","OFF-AR-10002766",3,NULL,NULL,NULL
"CA-2017-100013","OFF-EN-10001219",2,NULL,NULL,NULL
"CA-2017-100223","OFF-BI-10003429",9,NULL,NULL,NULL
"CA-2017-100237","OFF-AR-10001761",2,NULL,NULL,NULL
"CA-2017-100601","OFF-ST-10002486",7,NULL,NULL,NULL
"CA-2017-100650","OFF-ST-10001780",2,NULL,NULL,NULL
"CA-2017-101210","OFF-AR-10003560",2,NULL,NULL,NULL
"CA-2017-101210","OFF-PA-10000130",1,NULL,NULL,NULL
"CA-2017-104220","OFF-BI-10001036",2,NULL,NULL,NULL
"CA-2017-107797","OFF-PA-10003848",8,NULL,NULL,NULL
"CA-2017-108112","FUR-FU-10001488",4,NULL,NULL,NULL
"CA-2017-108441","FUR-CH-10000595",4,NULL,NULL,NULL
"CA-2017-109085","FUR-CH-10003981",5,NULL,NULL,NULL
"CA-2017-110198","OFF-LA-10004409",2,NULL,NULL,NULL
"CA-2017-110478","OFF-EN-10000483",1,NULL,NULL,NULL
"CA-2017-111556","OFF-AR-10004602",3,NULL,NULL,NULL
"CA-2017-111591","OFF-FA-10004838",7,NULL,NULL,NULL
"CA-2017-112515","OFF-LA-10001175",5,NULL,NULL,NULL
"CA-2017-112529","FUR-TA-10002622",6,NULL,NULL,NULL
"CA-2017-112774","FUR-FU-10003039",1,NULL,NULL,NULL
"CA-2017-112809","OFF-BI-10001636",4,NULL,NULL,NULL
"CA-2017-113278","TEC-AC-10001445",4,NULL,NULL,NULL
"CA-2017-113481","OFF-BI-10000474",6,NULL,NULL,NULL
"CA-2017-113530","OFF-AR-10000122",1,NULL,NULL,NULL
"CA-2017-113530","OFF-AR-10001315",2,NULL,NULL,NULL
"CA-2017-117023","OFF-AR-10003602",2,NULL,NULL,NULL
"CA-2017-117324","OFF-LA-10003510",2,NULL,NULL,NULL
"CA-2017-117702","FUR-FU-10004270",5,NULL,NULL,NULL
"CA-2017-117933","OFF-AP-10004249",3,NULL,NULL,NULL
"CA-2017-117947","TEC-PH-10002538",1,NULL,NULL,NULL
"CA-2017-118199","FUR-TA-10004154",1,NULL,NULL,NULL
"CA-2017-119011","OFF-SU-10004768",3,NULL,NULL,NULL
"CA-2017-119011","TEC-PH-10003171",3,NULL,NULL,NULL
"CA-2017-119494","FUR-CH-10004675",3,NULL,NULL,NULL
"CA-2017-120404","TEC-PH-10001363",1,NULL,NULL,NULL
"CA-2017-121293","FUR-FU-10000732",4,NULL,NULL,NULL
"CA-2017-123491","TEC-PH-10003505",2,NULL,NULL,NULL
"CA-2017-124296","FUR-CH-10002439",4,NULL,NULL,NULL
"CA-2017-125451","FUR-TA-10001039",4,NULL,NULL,NULL
"CA-2017-126067","TEC-PH-10000912",4,NULL,NULL,NULL
"CA-2017-127397","TEC-AC-10003033",5,NULL,NULL,NULL
"CA-2017-128328","TEC-AC-10001714",2,NULL,NULL,NULL
"CA-2017-129021","OFF-PA-10000141",5,NULL,NULL,NULL
"CA-2017-130036","OFF-PA-10000528",3,NULL,NULL,NULL
"CA-2017-131233","FUR-BO-10003441",3,NULL,NULL,NULL
"CA-2017-131366","OFF-PA-10000675",7,NULL,NULL,NULL
"CA-2017-131807","OFF-AP-10004052",4,NULL,NULL,NULL
"CA-2017-131807","OFF-FA-10002780",5,NULL,NULL,NULL
"CA-2017-132199","OFF-BI-10002133",5,NULL,NULL,NULL
"CA-2017-133074","OFF-PA-10004082",7,NULL,NULL,NULL
"CA-2017-133648","OFF-LA-10003923",6,NULL,NULL,NULL
"CA-2017-134194","OFF-BI-10003684",9,NULL,NULL,NULL
"CA-2017-134607","OFF-ST-10002214",2,NULL,NULL,NULL
"CA-2017-135650","OFF-ST-10001809",2,NULL,NULL,NULL
"CA-2017-137099","TEC-PH-10002496",3,NULL,NULL,NULL
"CA-2017-137323","OFF-ST-10003996",6,NULL,NULL,NULL
"CA-2017-137344","OFF-ST-10000344",3,NULL,NULL,NULL
"CA-2017-137876","FUR-FU-10000222",2,NULL,NULL,NULL
"CA-2017-138380","OFF-ST-10003306",7,NULL,NULL,NULL
"CA-2017-138464","OFF-AR-10003560",3,NULL,NULL,NULL
"CA-2017-138975","TEC-PH-10004389",3,NULL,NULL,NULL
"CA-2017-139080","OFF-BI-10001757",5,NULL,NULL,NULL
"CA-2017-139311","OFF-PA-10001776",4,NULL,NULL,NULL
"CA-2017-139353","FUR-FU-10001876",3,NULL,NULL,NULL
"CA-2017-140186","FUR-FU-10004848",1,NULL,NULL,NULL
"CA-2017-140326","OFF-PA-10004041",3,NULL,NULL,NULL
"CA-2017-140536","OFF-AR-10001545",4,NULL,NULL,NULL
"CA-2017-141782","OFF-EN-10002230",4,NULL,NULL,NULL
"CA-2017-141873","OFF-PA-10000069",2,NULL,NULL,NULL
"CA-2017-142125","OFF-BI-10003460",5,NULL,NULL,NULL
"CA-2017-142174","OFF-PA-10000806",2,NULL,NULL,NULL
"CA-2017-142622","FUR-BO-10004467",2,NULL,NULL,NULL
"CA-2017-143084","OFF-EN-10003072",5,NULL,NULL,NULL
"CA-2017-143112","TEC-PH-10003095",4,NULL,NULL,NULL
"CA-2017-143686","TEC-AC-10001838",7,NULL,NULL,NULL
"CA-2017-144036","OFF-AR-10000122",8,NULL,NULL,NULL
"CA-2017-144498","OFF-BI-10003982",11,NULL,NULL,NULL
"CA-2017-144568","OFF-FA-10004395",5,NULL,NULL,NULL
"CA-2017-144694","OFF-LA-10003930",3,NULL,NULL,NULL
"CA-2017-144862","OFF-EN-10003040",5,NULL,NULL,NULL
"CA-2017-146269","OFF-ST-10003208",2,NULL,NULL,NULL
"CA-2017-147032","OFF-PA-10003256",1,NULL,NULL,NULL
"CA-2017-147760","TEC-PH-10002483",5,NULL,NULL,NULL
"CA-2017-148264","OFF-PA-10003651",9,NULL,NULL,NULL
"CA-2017-148922","TEC-PH-10000148",3,NULL,NULL,NULL
